size_bytes,access_type,run,latency_ns
33554432,post_migration,5,357478500
33554432,cpu_baseline,6,18437000
33554432,post_migration,6,352386600
33554432,cpu_baseline,7,16949900
33554432,post_migration,7,362093800
33554432,cpu_baseline,8,17144600
33554432,post_migration,8,358213200
33554432,cpu_baseline,9,17143000
33554432,post_migration,9,352673300
33554432,cpu_baseline,10,19355600
33554432,post_migration,10,361355400
33554432,cpu_baseline,11,17637100
33554432,post_migration,11,362782600
33554432,cpu_baseline,12,17284400
33554432,post_migration,12,367457900
33554432,cpu_baseline,13,18253300
33554432,post_migration,13,358538900
33554432,cpu_baseline,14,18294500
33554432,post_migration,14,365512100
33554432,cpu_baseline,15,20708300
33554432,post_migration,15,377683400
33554432,cpu_baseline,16,20679800
33554432,post_migration,16,358014300
33554432,cpu_baseline,17,20948600
33554432,post_migration,17,368397000
33554432,cpu_baseline,18,19143900
33554432,post_migration,18,367265700
33554432,cpu_baseline,19,19223300
33554432,post_migration,19,369096100
33554432,cpu_baseline,20,18454900
33554432,post_migration,20,368459700
33554432,cpu_baseline,21,18442500
33554432,post_migration,21,369932800
33554432,cpu_baseline,22,18342700
33554432,post_migration,22,366660700
33554432,cpu_baseline,23,19962200
33554432,post_migration,23,364302000
33554432,cpu_baseline,24,19801800
33554432,post_migration,24,367224300
33554432,cpu_baseline,25,19124400
33554432,post_migration,25,369511800
33554432,cpu_baseline,26,20519400
33554432,post_migration,26,364233400
33554432,cpu_baseline,27,20470800
33554432,post_migration,27,362599900
33554432,cpu_baseline,28,18039800
33554432,post_migration,28,362264500
33554432,cpu_baseline,29,17293700
33554432,post_migration,29,357389400
67108864,cpu_baseline,0,719937100
67108864,post_migration,0,738865000
67108864,cpu_baseline,1,38630400
67108864,post_migration,1,728416100
67108864,cpu_baseline,2,33870800
67108864,post_migration,2,718842400
67108864,cpu_baseline,3,33808700
67108864,post_migration,3,725788400
67108864,cpu_baseline,4,33801800
67108864,post_migration,4,727517800
67108864,cpu_baseline,5,42665600
67108864,post_migration,5,814888700
67108864,cpu_baseline,6,52822600
67108864,post_migration,6,1166946400
67108864,cpu_baseline,7,212533100
67108864,post_migration,7,1983023400
67108864,cpu_baseline,8,112789800
67108864,post_migration,8,1486483000
67108864,cpu_baseline,9,236803500
67108864,post_migration,9,1657772600
67108864,cpu_baseline,10,95030500
67108864,post_migration,10,1383688500
67108864,cpu_baseline,11,114893100
67108864,post_migration,11,1087868200
67108864,cpu_baseline,12,98865800
67108864,post_migration,12,1077132700
67108864,cpu_baseline,13,104971600
67108864,post_migration,13,1099419900
67108864,cpu_baseline,14,102149600
67108864,post_migration,14,1095123900
67108864,cpu_baseline,15,100338300
67108864,post_migration,15,1093355900
67108864,cpu_baseline,16,102137700
67108864,post_migration,16,1230222100
67108864,cpu_baseline,17,100161900
67108864,post_migration,17,1334436600
67108864,cpu_baseline,18,98091700
67108864,post_migration,18,1381728300
67108864,cpu_baseline,19,94264400
67108864,post_migration,19,1420489300
67108864,cpu_baseline,20,84460500
67108864,post_migration,20,1410951200
67108864,cpu_baseline,21,277607800
67108864,post_migration,21,1576363700
67108864,cpu_baseline,22,96588600
67108864,post_migration,22,1437098300
67108864,cpu_baseline,23,233917200
67108864,post_migration,23,1631665600
67108864,cpu_baseline,24,96254900
67108864,post_migration,24,1267997200
67108864,cpu_baseline,25,102411600
67108864,post_migration,25,1704675400
67108864,cpu_baseline,26,169445500
67108864,post_migration,26,1566469400
67108864,cpu_baseline,27,167928500
67108864,post_migration,27,1455720800
67108864,cpu_baseline,28,245688800
67108864,post_migration,28,1607452700
67108864,cpu_baseline,29,42631600
67108864,post_migration,29,754958900
134217728,cpu_baseline,0,1492193800
134217728,post_migration,0,1467684100
134217728,cpu_baseline,1,79994400
134217728,post_migration,1,1459918300
134217728,cpu_baseline,2,75668400
134217728,post_migration,2,1469427800
134217728,cpu_baseline,3,70530400
134217728,post_migration,3,1489924600
134217728,cpu_baseline,4,69391000
134217728,post_migration,4,1580436400
134217728,cpu_baseline,5,135263300
134217728,post_migration,5,1589920700
134217728,cpu_baseline,6,67917000
134217728,post_migration,6,1343694900
134217728,cpu_baseline,7,65979000
134217728,post_migration,7,1359628700
134217728,cpu_baseline,8,65732300
134217728,post_migration,8,1300244500
134217728,cpu_baseline,9,66218500
134217728,post_migration,9,1320411400
134217728,cpu_baseline,10,65481600
134217728,post_migration,10,1286326300
134217728,cpu_baseline,11,67451700
134217728,post_migration,11,1281080800
134217728,cpu_baseline,12,66064500
134217728,post_migration,12,1292811000
134217728,cpu_baseline,13,66332600
134217728,post_migration,13,1296844300
134217728,cpu_baseline,14,67013500
134217728,post_migration,14,1285607800
134217728,cpu_baseline,15,65512900
134217728,post_migration,15,1315797600
134217728,cpu_baseline,16,65178000
134217728,post_migration,16,1311433100
134217728,cpu_baseline,17,66712100
134217728,post_migration,17,1291380300
134217728,cpu_baseline,18,66908800
134217728,post_migration,18,1287865300
134217728,cpu_baseline,19,66904800
134217728,post_migration,19,1285604100
134217728,cpu_baseline,20,65334400
134217728,post_migration,20,1281105100
134217728,cpu_baseline,21,65597500
134217728,post_migration,21,1285558300
134217728,cpu_baseline,22,65770900
134217728,post_migration,22,1279549100
134217728,cpu_baseline,23,65021000
134217728,post_migration,23,1267598300
134217728,cpu_baseline,24,64966400
134217728,post_migration,24,1267193800
134217728,cpu_baseline,25,66473600
134217728,post_migration,25,1272389900
134217728,cpu_baseline,26,65804400
134217728,post_migration,26,1270605800
134217728,cpu_baseline,27,65427400
134217728,post_migration,27,1271074500
134217728,cpu_baseline,28,65669800
134217728,post_migration,28,1275930000
134217728,cpu_baseline,29,65800800
134217728,post_migration,29,1289252000
268435456,cpu_baseline,0,-1534925796
268435456,post_migration,0,-1514799196
268435456,cpu_baseline,1,132219400
268435456,post_migration,1,-1526631496
268435456,cpu_baseline,2,132110800
268435456,post_migration,2,-1537445096
268435456,cpu_baseline,3,131989200
268435456,post_migration,3,-1518627096
268435456,cpu_baseline,4,132027600
268435456,post_migration,4,-1493982596
268435456,cpu_baseline,5,135584700
268435456,post_migration,5,-1501056896
268435456,cpu_baseline,6,134331200
268435456,post_migration,6,-1511879096
268435456,cpu_baseline,7,131669500
268435456,post_migration,7,-1524411696
268435456,cpu_baseline,8,135251300
268435456,post_migration,8,-1523138896
268435456,cpu_baseline,9,130432900
268435456,post_migration,9,-1045699296
268435456,cpu_baseline,10,262204300
268435456,post_migration,10,-996500296
268435456,cpu_baseline,11,269154500
268435456,post_migration,11,-1356573196
268435456,cpu_baseline,12,136777900
268435456,post_migration,12,-1501171096
268435456,cpu_baseline,13,129991300
268435456,post_migration,13,-1484065596
268435456,cpu_baseline,14,135617900
268435456,post_migration,14,-1412155096
268435456,cpu_baseline,15,135408300
268435456,post_migration,15,-1530327596
268435456,cpu_baseline,16,133542300
268435456,post_migration,16,-1508535096
268435456,cpu_baseline,17,132143200
268435456,post_migration,17,-1535614296
268435456,cpu_baseline,18,133927000
268435456,post_migration,18,-1512007496
268435456,cpu_baseline,19,130283900
268435456,post_migration,19,-1522057296
268435456,cpu_baseline,20,132176400
268435456,post_migration,20,-1542138196
268435456,cpu_baseline,21,130411200
268435456,post_migration,21,-1540257996
268435456,cpu_baseline,22,131394600
268435456,post_migration,22,-1534779996
268435456,cpu_baseline,23,129870200
268435456,post_migration,23,-1522620996
268435456,cpu_baseline,24,130632400
268435456,post_migration,24,-1495634896
268435456,cpu_baseline,25,132337500
268435456,post_migration,25,-1488485796
268435456,cpu_baseline,26,129853400
268435456,post_migration,26,-1496068696
268435456,cpu_baseline,27,129286700
268435456,post_migration,27,-1480321796
268435456,cpu_baseline,28,130036300
268435456,post_migration,28,-1525467896
268435456,cpu_baseline,29,130277800
268435456,post_migration,29,-1510007796
